Sample,Trigger,post_img_blue,post_img_green,post_img_red,w_rgb_href,vtc_de_valid,vtc_hs,vtc_vs,per_frame_clken,per_frame_href,per_frame_vsync,per_img_blue,per_img_green,per_img_red,post_frame_clken,post_frame_href,post_frame_vsync,post_img_Bit,post_img_Y,post_img_pixel,u_bound_cut/I_awb_de,state
216,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A4,AE,A8,1,1,1,0,00000000,000000000000000000000000,1,00001
217,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A2,AB,AB,1,1,1,0,00000000,000000000000000000000000,1,00001
218,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A3,AD,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
219,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,B1,A6,1,1,1,0,00000000,000000000000000000000000,1,00001
220,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,B6,AF,1,1,1,0,00000000,000000000000000000000000,1,00001
221,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A2,B2,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
222,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,B0,A6,1,1,1,0,00000000,000000000000000000000000,1,00001
223,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,B6,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
224,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,B1,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
225,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A8,B6,A9,1,1,1,0,00000000,000000000000000000000000,1,00001
226,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A8,B3,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
227,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B7,AC,1,1,1,0,00000000,000000000000000000000000,1,00001
228,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,B3,AD,1,1,1,0,00000000,000000000000000000000000,1,00001
229,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,BE,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
230,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,BC,AF,1,1,1,0,00000000,000000000000000000000000,1,00001
231,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,BE,B2,1,1,1,0,00000000,000000000000000000000000,1,00001
232,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,B7,AC,1,1,1,0,00000000,000000000000000000000000,1,00001
233,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AB,B5,A5,1,1,1,0,00000000,000000000000000000000000,1,00001
234,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,BF,AC,1,1,1,0,00000000,000000000000000000000000,1,00001
235,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,BF,AF,1,1,1,0,00000000,000000000000000000000000,1,00001
236,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,BD,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
237,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B5,A6,1,1,1,0,00000000,000000000000000000000000,1,00001
238,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9C,9E,93,1,1,1,0,00000000,000000000000000000000000,1,00001
239,0,00000000,00000000,00000000,1,1,0,0,1,1,1,98,9B,95,1,1,1,0,00000000,000000000000000000000000,1,00001
240,0,00000000,00000000,00000000,1,1,0,0,1,1,1,98,A6,9C,1,1,1,0,00000000,000000000000000000000000,1,00001
241,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A4,AF,A5,1,1,1,0,00000000,000000000000000000000000,1,00001
242,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AF,BA,B5,1,1,1,0,00000000,000000000000000000000000,1,00001
243,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B1,BD,B1,1,1,1,0,00000000,000000000000000000000000,1,00001
244,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B1,C1,BB,1,1,1,0,00000000,000000000000000000000000,1,00001
245,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B5,C0,BA,1,1,1,0,00000000,000000000000000000000000,1,00001
246,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B4,C0,B7,1,1,1,0,00000000,000000000000000000000000,1,00001
247,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B5,C7,BA,1,1,1,0,00000000,000000000000000000000000,1,00001
248,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BC,C2,B9,1,1,1,0,00000000,000000000000000000000000,1,00001
249,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B7,C4,BA,1,1,1,0,00000000,000000000000000000000000,1,00001
250,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B5,C3,B0,1,1,1,0,00000000,000000000000000000000000,1,00001
251,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BA,C3,B5,1,1,1,0,00000000,000000000000000000000000,1,00001
252,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B8,C7,B0,1,1,1,0,00000000,000000000000000000000000,1,00001
253,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BE,CC,BF,1,1,1,0,00000000,000000000000000000000000,1,00001
254,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BF,C2,D5,1,1,1,0,00000000,000000000000000000000000,1,00001
255,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BA,CE,BA,1,1,1,0,00000000,000000000000000000000000,1,00001
256,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BD,CC,BD,1,1,1,0,00000000,000000000000000000000000,1,00001
257,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BB,CE,B8,1,1,1,0,00000000,000000000000000000000000,1,00001
258,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BB,C9,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
259,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BA,C8,BB,1,1,1,0,00000000,000000000000000000000000,1,00001
260,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B8,C3,B2,1,1,1,0,00000000,000000000000000000000000,1,00001
261,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,B4,A8,1,1,1,0,00000000,000000000000000000000000,1,00001
262,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,AB,8C,1,1,1,1,11111111,111111111111111111111111,1,00001
263,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A3,A5,A0,1,1,1,1,11111111,111111111111111111111111,1,00001
264,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,BC,AA,1,1,1,1,11111111,111111111111111111111111,1,00001
265,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BD,C5,BC,1,1,1,0,00000000,000000000000000000000000,1,00001
266,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C3,D7,C9,1,1,1,0,00000000,000000000000000000000000,1,00001
267,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C6,D3,C8,1,1,1,0,00000000,000000000000000000000000,1,00001
268,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C6,D6,CD,1,1,1,0,00000000,000000000000000000000000,1,00001
269,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C7,D7,CE,1,1,1,0,00000000,000000000000000000000000,1,00001
270,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C7,DA,CA,1,1,1,0,00000000,000000000000000000000000,1,00001
271,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CA,D8,CB,1,1,1,0,00000000,000000000000000000000000,1,00001
272,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CC,D9,CB,1,1,1,0,00000000,000000000000000000000000,1,00001
273,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CF,D8,DE,1,1,1,0,00000000,000000000000000000000000,1,00001
274,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CD,E5,CB,1,1,1,0,00000000,000000000000000000000000,1,00001
275,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D2,DC,D1,1,1,1,0,00000000,000000000000000000000000,1,00001
276,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D2,DC,C3,1,1,1,1,11111111,111111111111111111111111,1,00001
277,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D2,DB,D4,1,1,1,1,11111111,111111111111111111111111,1,00001
278,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D6,E5,CF,1,1,1,1,11111111,111111111111111111111111,1,00001
279,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D6,E6,D2,1,1,1,0,00000000,000000000000000000000000,1,00001
280,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D3,E0,D2,1,1,1,1,11111111,111111111111111111111111,1,00001
281,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D6,E7,D4,1,1,1,1,11111111,111111111111111111111111,1,00001
282,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DC,E0,D6,1,1,1,1,11111111,111111111111111111111111,1,00001
283,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D5,E4,D2,1,1,1,1,11111111,111111111111111111111111,1,00001
284,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D6,E4,DA,1,1,1,1,11111111,111111111111111111111111,1,00001
285,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D8,E6,DA,1,1,1,1,11111111,111111111111111111111111,1,00001
286,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DB,EA,DA,1,1,1,1,11111111,111111111111111111111111,1,00001
287,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D9,E3,D9,1,1,1,1,11111111,111111111111111111111111,1,00001
288,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D8,EE,DF,1,1,1,1,11111111,111111111111111111111111,1,00001
289,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,EC,D3,1,1,1,1,11111111,111111111111111111111111,1,00001
290,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DC,EC,DA,1,1,1,1,11111111,111111111111111111111111,1,00001
291,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DE,EA,DC,1,1,1,0,00000000,000000000000000000000000,1,00001
292,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DE,EA,DB,1,1,1,0,00000000,000000000000000000000000,1,00001
293,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DE,EC,F1,1,1,1,1,11111111,111111111111111111111111,1,00001
294,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DC,EA,D6,1,1,1,0,00000000,000000000000000000000000,1,00001
295,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DE,E9,DA,1,1,1,0,00000000,000000000000000000000000,1,00001
296,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DB,F5,DA,1,1,1,0,00000000,000000000000000000000000,1,00001
297,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E6,E9,E0,1,1,1,0,00000000,000000000000000000000000,1,00001
298,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,EC,F6,1,1,1,0,00000000,000000000000000000000000,1,00001
299,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E1,ED,DD,1,1,1,0,00000000,000000000000000000000000,1,00001
300,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,EA,DC,1,1,1,0,00000000,000000000000000000000000,1,00001
301,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E6,EA,F0,1,1,1,0,00000000,000000000000000000000000,1,00001
302,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DE,E8,E2,1,1,1,0,00000000,000000000000000000000000,1,00001
303,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E2,F4,DD,1,1,1,0,00000000,000000000000000000000000,1,00001
304,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E2,E9,DE,1,1,1,0,00000000,000000000000000000000000,1,00001
305,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,EA,DA,1,1,1,0,00000000,000000000000000000000000,1,00001
306,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DE,F5,DB,1,1,1,0,00000000,000000000000000000000000,1,00001
307,0,00000000,00000000,00000000,1,1,0,0,1,1,1,E1,EB,D8,1,1,1,0,00000000,000000000000000000000000,1,00001
308,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DE,F5,DA,1,1,1,0,00000000,000000000000000000000000,1,00001
309,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DF,EB,DA,1,1,1,0,00000000,000000000000000000000000,1,00001
310,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DC,EA,DF,1,1,1,0,00000000,000000000000000000000000,1,00001
311,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DC,EA,D8,1,1,1,0,00000000,000000000000000000000000,1,00001
312,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DC,EE,DA,1,1,1,0,00000000,000000000000000000000000,1,00001
313,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DB,EF,DA,1,1,1,0,00000000,000000000000000000000000,1,00001
314,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DC,EA,D5,1,1,1,0,00000000,000000000000000000000000,1,00001
315,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D9,E2,DD,1,1,1,0,00000000,000000000000000000000000,1,00001
316,0,00000000,00000000,00000000,1,1,0,0,1,1,1,DB,E4,D7,1,1,1,0,00000000,000000000000000000000000,1,00001
317,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D2,E0,D9,1,1,1,0,00000000,000000000000000000000000,1,00001
318,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D5,E2,D5,1,1,1,0,00000000,000000000000000000000000,1,00001
319,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D3,E0,D7,1,1,1,0,00000000,000000000000000000000000,1,00001
320,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D3,E0,D4,1,1,1,0,00000000,000000000000000000000000,1,00001
321,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D2,E1,D0,1,1,1,0,00000000,000000000000000000000000,1,00001
322,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D5,E6,C8,1,1,1,0,00000000,000000000000000000000000,1,00001
323,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CD,DB,D5,1,1,1,0,00000000,000000000000000000000000,1,00001
324,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D2,E2,D4,1,1,1,0,00000000,000000000000000000000000,1,00001
325,0,00000000,00000000,00000000,1,1,0,0,1,1,1,D0,DE,CD,1,1,1,0,00000000,000000000000000000000000,1,00001
326,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CD,D8,C8,1,1,1,0,00000000,000000000000000000000000,1,00001
327,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CD,DF,D2,1,1,1,0,00000000,000000000000000000000000,1,00001
328,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CF,DF,CE,1,1,1,0,00000000,000000000000000000000000,1,00001
329,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CA,DF,C9,1,1,1,1,11111111,111111111111111111111111,1,00001
330,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CC,DF,CE,1,1,1,1,11111111,111111111111111111111111,1,00001
331,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CA,D2,CC,1,1,1,0,00000000,000000000000000000000000,1,00001
332,0,00000000,00000000,00000000,1,1,0,0,1,1,1,CC,D4,CC,1,1,1,0,00000000,000000000000000000000000,1,00001
333,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C4,D7,CA,1,1,1,0,00000000,000000000000000000000000,1,00001
334,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C4,C0,BE,1,1,1,1,11111111,111111111111111111111111,1,00001
335,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,B9,AB,1,1,1,0,00000000,000000000000000000000000,1,00001
336,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AF,B0,A6,1,1,1,0,00000000,000000000000000000000000,1,00001
337,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AB,B3,AC,1,1,1,1,11111111,111111111111111111111111,1,00001
338,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B4,C2,D2,1,1,1,1,11111111,111111111111111111111111,1,00001
339,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C3,CB,BA,1,1,1,1,11111111,111111111111111111111111,1,00001
340,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C4,D5,C8,1,1,1,1,11111111,111111111111111111111111,1,00001
341,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C3,D1,C6,1,1,1,1,11111111,111111111111111111111111,1,00001
342,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C1,D0,AF,1,1,1,1,11111111,111111111111111111111111,1,00001
343,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C0,D1,C4,1,1,1,1,11111111,111111111111111111111111,1,00001
344,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C1,C8,C3,1,1,1,0,00000000,000000000000000000000000,1,00001
345,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BD,D1,C7,1,1,1,0,00000000,000000000000000000000000,1,00001
346,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C5,D0,C3,1,1,1,0,00000000,000000000000000000000000,1,00001
347,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C0,C8,C3,1,1,1,0,00000000,000000000000000000000000,1,00001
348,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C0,CC,C1,1,1,1,0,00000000,000000000000000000000000,1,00001
349,0,00000000,00000000,00000000,1,1,0,0,1,1,1,C1,CE,C5,1,1,1,0,00000000,000000000000000000000000,1,00001
350,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BE,CE,C7,1,1,1,0,00000000,000000000000000000000000,1,00001
351,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BD,CD,C1,1,1,1,0,00000000,000000000000000000000000,1,00001
352,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BD,CB,BD,1,1,1,0,00000000,000000000000000000000000,1,00001
353,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BB,CA,BE,1,1,1,0,00000000,000000000000000000000000,1,00001
354,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BD,CA,BF,1,1,1,0,00000000,000000000000000000000000,1,00001
355,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BB,CD,BD,1,1,1,0,00000000,000000000000000000000000,1,00001
356,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BA,CF,BA,1,1,1,0,00000000,000000000000000000000000,1,00001
357,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BB,C9,C1,1,1,1,0,00000000,000000000000000000000000,1,00001
358,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B7,CF,C0,1,1,1,0,00000000,000000000000000000000000,1,00001
359,0,00000000,00000000,00000000,1,1,0,0,1,1,1,BB,CB,C1,1,1,1,0,00000000,000000000000000000000000,1,00001
360,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B8,C4,BA,1,1,1,0,00000000,000000000000000000000000,1,00001
361,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B8,C4,B8,1,1,1,1,11111111,111111111111111111111111,1,00001
362,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B5,C5,BA,1,1,1,0,00000000,000000000000000000000000,1,00001
363,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B8,C7,BA,1,1,1,0,00000000,000000000000000000000000,1,00001
364,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B5,C2,BA,1,1,1,0,00000000,000000000000000000000000,1,00001
365,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B4,C2,BE,1,1,1,0,00000000,000000000000000000000000,1,00001
366,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B6,C5,B5,1,1,1,0,00000000,000000000000000000000000,1,00001
367,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B1,C6,BA,1,1,1,0,00000000,000000000000000000000000,1,00001
368,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B7,A8,1,1,1,0,00000000,000000000000000000000000,1,00001
369,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A0,AA,A6,1,1,1,0,00000000,000000000000000000000000,1,00001
370,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9C,A4,96,1,1,1,0,00000000,000000000000000000000000,1,00001
371,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9C,A6,9D,1,1,1,0,00000000,000000000000000000000000,1,00001
372,0,00000000,00000000,00000000,1,1,0,0,1,1,1,9D,A0,9F,1,1,1,1,11111111,111111111111111111111111,1,00001
373,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B6,BF,1,1,1,1,11111111,111111111111111111111111,1,00001
374,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,BC,A5,1,1,1,1,11111111,111111111111111111111111,1,00001
375,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B4,BF,B5,1,1,1,1,11111111,111111111111111111111111,1,00001
376,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B2,BB,B5,1,1,1,1,11111111,111111111111111111111111,1,00001
377,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AF,BA,BF,1,1,1,0,00000000,000000000000000000000000,1,00001
378,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B1,BD,B5,1,1,1,0,00000000,000000000000000000000000,1,00001
379,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B1,BF,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
380,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B5,BC,B2,1,1,1,0,00000000,000000000000000000000000,1,00001
381,0,00000000,00000000,00000000,1,1,0,0,1,1,1,B2,BB,B1,1,1,1,0,00000000,000000000000000000000000,1,00001
382,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,BC,B0,1,1,1,0,00000000,000000000000000000000000,1,00001
383,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AF,BB,B2,1,1,1,0,00000000,000000000000000000000000,1,00001
384,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AF,BA,B4,1,1,1,0,00000000,000000000000000000000000,1,00001
385,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AF,B8,A3,1,1,1,0,00000000,000000000000000000000000,1,00001
386,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,B8,B3,1,1,1,0,00000000,000000000000000000000000,1,00001
387,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,BA,B4,1,1,1,0,00000000,000000000000000000000000,1,00001
388,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,BE,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
389,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AB,BB,AE,1,1,1,0,00000000,000000000000000000000000,1,00001
390,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AB,B8,AC,1,1,1,0,00000000,000000000000000000000000,1,00001
391,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AC,BB,BE,1,1,1,0,00000000,000000000000000000000000,1,00001
392,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AB,B8,AF,1,1,1,0,00000000,000000000000000000000000,1,00001
393,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AF,BC,AC,1,1,1,0,00000000,000000000000000000000000,1,00001
394,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AE,BF,A1,1,1,1,1,11111111,111111111111111111111111,1,00001
395,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AB,BC,AC,1,1,1,0,00000000,000000000000000000000000,1,00001
396,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,B7,AA,1,1,1,0,00000000,000000000000000000000000,1,00001
397,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A9,B3,AC,1,1,1,0,00000000,000000000000000000000000,1,00001
398,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AD,B4,A9,1,1,1,0,00000000,000000000000000000000000,1,00001
399,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A8,B7,AB,1,1,1,0,00000000,000000000000000000000000,1,00001
400,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A8,B6,AD,1,1,1,0,00000000,000000000000000000000000,1,00001
401,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A8,B6,A6,1,1,1,0,00000000,000000000000000000000000,1,00001
402,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,B0,AD,1,1,1,0,00000000,000000000000000000000000,1,00001
403,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AB,B3,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
404,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A8,B3,A3,1,1,1,0,00000000,000000000000000000000000,1,00001
405,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,B2,AB,1,1,1,0,00000000,000000000000000000000000,1,00001
406,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A8,B0,A5,1,1,1,0,00000000,000000000000000000000000,1,00001
407,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,B2,A6,1,1,1,0,00000000,000000000000000000000000,1,00001
408,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,B1,A5,1,1,1,0,00000000,000000000000000000000000,1,00001
409,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A6,B1,A6,1,1,1,0,00000000,000000000000000000000000,1,00001
410,0,00000000,00000000,00000000,1,1,0,0,1,1,1,AD,B3,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
411,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A8,B0,A6,1,1,1,0,00000000,000000000000000000000000,1,00001
412,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,B0,A4,1,1,1,0,00000000,000000000000000000000000,1,00001
413,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,B4,AB,1,1,1,0,00000000,000000000000000000000000,1,00001
414,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A5,AB,A6,1,1,1,0,00000000,000000000000000000000000,1,00001
415,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A3,AF,A6,1,1,1,0,00000000,000000000000000000000000,1,00001
416,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A3,AD,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
417,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A3,B0,A4,1,1,1,0,00000000,000000000000000000000000,1,00001
418,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A3,AA,A6,1,1,1,0,00000000,000000000000000000000000,1,00001
419,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A3,AD,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
420,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A3,A9,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
421,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A3,AA,A7,1,1,1,0,00000000,000000000000000000000000,1,00001
422,0,00000000,00000000,00000000,1,1,0,0,1,1,1,A2,AF,A1,1,1,1,0,00000000,000000000000000000000000,1,00001
